fundRUNSeries,netPatrimony,providedFlow,rescuedFlow
8529-4WEB,66831825.80547945,73682.72560333721,9.768699718356165
8533-2A,7203119836.16279,52713552.697611876,47052545.85449883
8533-2B,243483088.2747253,610180.8908332287,410859.23264343577
8533-2BCH,722431065.2709497,4114525.140047414,2733036.2509803567
8533-2BPLUS,530534151.23626375,4813493.394267489,4138021.868646412
8533-2C,2132339686.511628,8833752.190542348,2065772.697574377
8533-2E,0.0,0.0,0.0
8533-2L,3521969618.482866,18303319.7393666,21900807.569547717
8533-2M,1532939827.0778816,10910712.198018737,8560141.609612755
8534-0A,3620956547.9534883,26221053.666666202,29014778.746789116
8534-0B,332937921.1510989,2169661.6859255363,612459.172854249
8534-0BPLUS,34046444.3021978,140615.84384107665,1055046.2873159188
8534-0C,1606963605.6046512,15223951.109676402,1039531.6874278843
8534-0E,0.0,0.0,0.0
8534-0L,6305398912.672897,52466584.131903104,34914647.39269164
8534-0M,3121013966.0155764,18253855.707165502,10507086.083061608
8536-7APV,584518012.8830148,461615.6818922484,265426.1895983064
8536-7BE,125334183.9369863,1041771.5755252218,726333.792960295
8536-7CLASI,2001526618.6410959,1689521.3525679128,1425429.453498417
8536-7CRECI,69017649.47671233,227712.88570496286,10958.904193891069
8536-7I,0.0,0.0,0.0
8536-7PATRI,0.0,0.0,0.0
8536-7VIVIENDA,1136630705.5452056,706938.3921974082,618351.5443052283
8537-5APV,214915650.92328766,809445.8191505594,632118.2810509581
8537-5CLASICA,378809978.0958904,938829.7210819442,629614.2558498493
8537-5D,812660413.2356164,1026612.53458605,1308419.778831262
8537-5G,251776559.1150685,246113.6827928452,349669.3476243045
8537-5INSTITUCIO,147710958.37260273,602402.745259289,365621.38513198716
8537-5K,38745734.72876713,82191.78067123331,0.0
8537-5LARGOPLAZO,114150828.22739726,235379.16404517856,31211.44070682419
8537-5LIQUIDEZ,573840815.8958904,6196326.7751208125,2516437.3326678704
8553-7APV,278664953.8191781,112467.39767245883,378111.49197616836
8553-7CLASICA,720009452.1589041,182322.49906338498,683243.7607357011
8553-7INSTITUCIO,1395096973.9178083,140949.0041797993,924317.8825588974
8553-7K,129222752.5479452,43056.23018296552,877602.1100696577
8553-7LARGOPLAZO,127682737.27123287,16804.26804226145,40903.73374113688
8553-7LIQUIDEZ,977532514.4958904,3446137.7253830414,4281388.459706146
8553-7PATRIMONIA,0.0,0.0,0.0
8555-3A,36366800303.88636,117873955.63795222,54332995.30301135
8555-3B,8536212037.736263,15074399.625833707,7248169.473861317
8555-3BPLUS,4064760205.2967033,8071311.191631981,4660270.103035943
8555-3L,35354619728.975,111287955.42985456,95606958.45305628
8575-8A,632077569.7397261,1236659.8986392017,1847790.721347563
8575-8B,340212597.6136986,1088886.0738822855,1190628.904545174
8575-8B-APV,1134397790.3945205,1452765.3201413106,1985281.4863876621
8575-8C,664393960.4465753,4956551.1042490825,4100294.7274735374
8575-8I,170626831.12054795,734376.3149637436,748995.2723521228
8575-8I-APV,0.0,0.0,0.0
8576-6ALTO,4034781.9534246577,0.0,0.0
8576-6APV,3303183178.389041,1312646.9661919116,3966785.1193851954
8576-6EJECU,8659076901.145205,8258091.478421986,9009252.897826638
8576-6II,442422764.40821916,256675.44626174777,77821.91811201737
8576-6III,1231537918.0,458481.4498039237,259962.1205164789
8576-6INVER,4287434972.7342467,4124555.392389802,2442769.2167262468
8576-6UNIVE,5225233046.479452,12253323.180717967,10536878.27374251
8577-4ALTO,4035120.3205479453,0.0,0.0
8577-4APV,5566428387.00274,6101953.193709851,5893683.338901266
8577-4EJECU,8273766624.10411,21835756.972260095,23465008.45727045
8577-4II,2028896318.2958903,1066958.8708321406,950414.1783017922
8577-4III,325294146.1424658,457515.42742092913,329568.6242063787
8577-4INVER,5217240972.2109585,15105234.760445666,12585125.401611699
8577-4UNIVE,10445982497.978083,51436007.83118084,40664405.80223125
8578-2ALTO,16455974.380821917,410958.9006572186,0.0
8578-2APV,6098304438.950685,8183958.141299231,9427296.535865618
8578-2EJECU,29134963767.32055,27004620.819307026,31288307.702911425
8578-2II,513869863.4630137,332468.502447214,104879.55319893993
8578-2III,3869804531.449315,950998.7673015872,1061539.4410723222
8578-2INVER,11962121797.953424,12069213.623079818,11200333.016027912
8578-2UNIVE,15631915648.39452,32666624.55067139,33273733.584168907
8588-KALPAT,0.0,0.0,0.0
8588-KAPV,140977781.97260273,996366.0600580501,1691770.4387190712
8588-KCLASI,7900682960.641096,66746806.055198416,64391632.77451893
8588-KFAMIL,0.0,0.0,0.0
8600-2A,40522961.55342466,233344.36454301822,142651.64117529965
8600-2B,6084233227.315068,12890690.36872317,4416538.867700574
8600-2C,12094263436.534246,23468308.34342462,10184892.485215405
8600-2G,32029424.17808219,36468.896052967204,111535.75199828215
8600-2LP180,6674377679.136987,17653564.409536988,14227730.297016688
8600-2LP3,1026109004.8575343,1952887.347937997,989259.7195274109
8600-2LPI,96229275.15342465,0.0,332812.70081176114
8600-2P,2310907089.8849316,4634601.855169091,3137603.554461387
8600-2PLAN1,1433736108.2438357,708961.1330653073,1171173.5353092097
8600-2PLAN2,1573982579.5369864,945801.9639962076,493574.8526440751
8600-2PLAN3,2039462041.7780821,2349950.9206048944,932313.2029745444
8600-2PLAN4,11263315166.468493,7566333.776787774,5931043.713330544
8604-5A,1697768541.7342465,359781.2848985451,648657.481695513
8604-5APV,207606017.53424656,85789.69276260829,35969.153484966715
8604-5B,351976975.4739726,0.0,108135.63896402722
8604-5C,520917298.539726,301369.86295741174,869195.5312342279
8604-5E,1213339.8109589042,8219.178209392903,2814.875911821589
8604-5F,131303182.50136986,4193.797146949835,122220.11539486855
8606-1A,36822218441.11847,411183134.5896445,428436378.01726264
8606-1APV,901194181.4623758,4334670.182427352,6068499.273598503
8606-1F,34271753581.14245,692838661.981361,728727701.3139441
8606-1I,124247908256.48363,17407463375.680275,17395873098.602585
8606-1LV,987928722.7743074,24580786.51617973,20502734.402735565
8606-1P,0.0,0.0,0.0
8608-8A,45143982223.61644,41946175936.561066,42046489296.14048
8608-8CLASI,205771127014.1315,36447197166.04638,36593071353.76915
8609-6A,2161848684.558904,206974.27048392623,1251143.168125104
8609-6APV,224237208.88219178,7321.680232644573,116798.78130871007
8609-6E,2750384502.238356,170742.2767818438,2969848.5074752024
8609-6GLOBA,536102384.6821918,2460273.9726513,73507.22472512141
8609-6INVER,44841198.57260274,65957.21597872979,51444.98002668913
8609-6PATRI,56764188.35068493,27397.26026063463,83250.95886115865
8609-6V,2754217625.2054796,824975.8626488463,3001730.384695123
8610-KA,74450573.09863013,483536.139742312,554203.1782055462
8610-KB,670939079.1068493,817549.8767997675,1114077.1640939943
8610-KC,3039834117.9260273,16720107.88433976,20226672.34516435
8610-KG,47614384.81369863,12505696.550762786,12656492.889060272
8610-KLP180,1914088366.6958904,6687648.8527203575,7546169.260586482
8610-KLP3,233986507.72328767,1416201.66600184,1368218.151976993
8610-KLPI,28051186.473972604,1214893.6656659078,866378.5769773267
8610-KO,1927895246.720548,6997993.318853628,7605873.343874111
8610-KPLAN1,17152787.956164382,37983.157036166274,46011.13168566646
8610-KPLAN2,24105344.602739725,2420.044279839123,2673.4630008258905
8610-KPLAN3,63521347.26027397,45449.342562174774,155765.6772087239
8610-KPLAN4,292108392.83287674,309595.7946220452,313643.54585123446
8615-0APV,326948347.309589,675813.9722366276,839912.108774503
8615-0EJECU,95904076061.12602,2040940466.134715,2111045454.9145458
8615-0G,0.0,0.0,0.0
8615-0INVER,34436524874.476715,160041497.49390787,151935771.36668447
8615-0UNIVE,72186508791.91232,426061689.76780087,377813495.27254814
8618-5A,38000590492.28793,435070385.5420837,391439465.93447685
8618-5B,338566686.16587,1496011.4288757923,1138936.0983516462
8618-5F,77960704911.42458,4232311926.6857457,4377051553.2688
8618-5I,34705889403.651375,779275164.4586037,768277506.6733602
8619-3A,136269319.7780822,1187306.0041039218,495902.0516385525
8619-3B,1593854018.5369864,4197955.8433415815,3139428.4402775634
8619-3C,9830244019.372602,44293371.29325686,36236197.30485365
8619-3G,24164880.830136985,20693.208725888962,22535.747366798736
8619-3I2,3625578358.4335666,43344325.950758345,7006065.8041958045
8619-3LP180,10519817035.561644,66243419.00832007,51174076.03916353
8619-3LP3,973665293.0219178,4203114.481465788,3533064.0076296735
8619-3LPI,966781798.249315,13952568.515180282,11524088.521633295
8619-3O,2380293938.7260275,23819221.134565584,26874362.663019802
8619-3PLAN1,66821286.55068493,14204.40145287474,77580.98173994146
8619-3PLAN2,20354115.742465753,81375.95628739685,19927.673914157287
8619-3PLAN3,121287181.48219179,1945367.6002035926,1794451.454004
8619-3PLAN4,585419362.3890411,2233793.5749635836,2702200.714973778
8620-7APV,72192269.47945206,81945.58532007645,100286.52481073044
8620-7F1,7708704627.109589,5444162.3478427315,10338368.60968587
8620-7F2,854215832.5726027,498716.83596118994,2689799.8000118495
8620-7F3,4746711.715068493,2328767.1232883222,2301076.6340608513
8620-7F4,0.0,0.0,0.0
8620-7F5,510185916.9315069,6712328.767210759,4327382.83645642
8620-7FE,-0.08196721311475409,0.0,0.0
8620-7IT,23917234213.2137,3287671.2331178365,13035.30420802822
8621-5A,2846066332.1671233,8387588.932814264,5261493.361022005
8621-5B,107643429.32022472,0.0,357823.71615078073
8621-5B-APV/APVC,8443713455.444445,951160987.3330737,0.0
8621-5C,4913024910.769663,15859910.076693168,6500260.603403128
8621-5CUI,162473916.66666666,18147460.92104,0.0
8621-5D,18480875928.027397,78967976.81014396,40176757.08519284
8621-5E-APV,508686066.03089887,2680273.275298566,3370242.4688950223
8621-5H-APV,242516854.47191012,1089924.479961295,1687397.0398007333
8621-5H-APV/APVC,0.0,0.0,32841338.286732905
8621-5I,8421301086.272472,4520729.306130141,39568486.05951981
8621-5I-APV/APVC,0.0,0.0,88559205.60958311
8621-5P,1518414312.939726,1279576.8649263838,563.9452063915069
8622-3A,640597709.9245284,8573371.463478759,7428801.309888522
8622-3B,521121414.0990566,3864535.242620376,3916756.0397835476
8622-3C,1504658768.1179245,3563446.8718277877,8619250.15399215
8622-3D,8924138256.10849,124352442.68777274,137129138.28269216
8622-3E-APV,54703464.87735849,4510948.850280158,4523959.813534516
8622-3H-APV,95597781.83490565,1802697.2737839415,1953438.2806446431
8622-3I,357992360.8584906,2394944.627877244,317254.7308406944
8622-3P,47070598.63679245,3071928.339916055,3616431.86017504
8625-8ALTOP,1127116526.709589,1260279.0272448298,354656.28693404427
8625-8APV,579773058.6821917,238457.88436327502,553605.6605520643
8625-8BPRIV,78764280.12054795,739726.0273565365,0.0
8625-8CLASI,3236782455.6849313,20693712.906519625,12913819.065197412
8625-8FAMIL,1363352741.410959,1088450.835281293,1678290.985485539
8629-0A,20212783526.04187,126796918.13635047,96424868.32811545
8629-0B-APV,571409029.3080611,8964333.74002356,8484574.83594001
8629-0CUI,392093300.42717886,10532540.053818403,8630184.46976839
8629-0D,10372706687.011587,54905915.50634919,53389434.67807818
8629-0E,7849724868.451852,104842297.87032558,64777259.07400614
8629-0Z,1238447853.1177068,6151166.775752725,6499581.151055886
8638-KALTOP,48401594957.59452,155533321.2996295,106233799.57514897
8638-KAPV,38411156372.65753,61136090.81409076,41846027.07012797
8638-KAPVC,0.0,0.0,0.0
8638-KBPRIV,61830004847.33973,238329332.5168982,121602234.7328037
8638-KCLASI,316890611277.8658,981541809.458873,700748455.1647469
8638-KFAMIL,0.0,0.0,0.0
8639-8ALTOP,16959731657.619179,43717805.67744068,25928679.82538405
8639-8APV,16386725089.534246,22349286.34634888,15092983.56460274
8639-8APVC,0.0,0.0,0.0
8639-8BPRIV,17879062594.49589,76398595.81747243,34573550.07948889
8639-8CLASI,82751839735.75891,244077481.21561626,223167728.9007897
8639-8FAMIL,0.0,0.0,0.0
8640-1ALTOP,4709768364.290411,17123127.487031225,6049849.001994539
8640-1APV,9006800603.09863,11869198.151930675,6489524.250616178
8640-1APVC,0.0,0.0,0.0
8640-1BPRIV,6525241521.679452,44743909.54847165,27050428.460065033
8640-1CLASI,23343512216.59178,96840065.2041135,70739759.90258545
8640-1FAMIL,0.0,0.0,0.0
8661-4A,481426942.97923,1654378.6522526538,7628443.566813924
8661-4B,168107341.79414144,0.0,2471594.208764781
8661-4D,6483143.578779799,0.0,8138378.404737604
8661-4G,77598735.11007178,0.0,1017200.1462068482
8661-4H,93031660.79574847,0.0,1219638.316270312
8661-4I,228968598.97781807,5365.581788551493,3165479.095024774
8661-4S,125383831.4967637,0.0,1644695.95393949
8676-2A,20399771570.22466,94673296.25067015,74636316.36409554
8676-2AC,87152849.71780822,4872288.240611833,4910599.19310317
8676-2AC-APV,439164099.2753644,20981242.00842961,20428091.38532241
8676-2B,26339427652.5863,39625524.41517915,32651218.301679913
8676-2C,65974922414.50959,45857468.32182008,55865248.022866204
8676-2D,35641024400.8,83351858.74541983,51259575.58133016
8676-2E,17058429312.895891,86040780.80920535,50094124.39836883
8676-2F,47285112957.36438,198878544.38969845,126507072.56112963
8676-2H,5323384831.320548,38479923.68744574,26003120.70269928
8676-2I,5592895868.720548,37935897.01436534,19546493.098063637
8676-2M,126553331.16986302,1448987.6301981618,0.0
8676-2SURA,51002274781.372604,63180547.946005136,166572125.79918197
8678-9A,74578044653.93425,529711939.25072247,645928146.629064
8678-9AC,117695.78082191781,0.0,1112.6886922529861
8678-9AC-APV,7320465.293150685,642168.7147370303,992806.3336174951
8678-9AFP,1587633504.9565217,21739435.707249295,21756840.10802811
8678-9C,20852670602.624657,154049863.4343978,161341525.98068118
8678-9D,23885679956.39452,205234880.0130173,235841877.09519532
8678-9E,46231694022.32603,270640062.99235684,353511047.3462245
8678-9F,95028067388.84932,447459892.43206495,703472126.8113822
8678-9FI,352417635.6849315,23216.97474782649,5107346.770627739
8678-9FI-A,75987957.25258246,0.0,2756020.042553947
8678-9H,9850091693.865753,114777199.7921699,131230335.06820217
8678-9I,25799441537.367123,192142907.57568434,247126446.52103388
8678-9M,4359826056.10411,64361107.33328924,85799900.99832508
8678-9SURA,0.0,0.0,0.0
8679-7A,179830477.03835616,610737.2121685616,1031319.7828816355
8679-7AC,1475747.9671232877,156.33730702328768,0.0
8679-7AC-APV,22165.00190109589,0.0,0.11865014410958905
8679-7B,270637780.7287671,807757.7988163125,1079197.1897213336
8679-7C,360975413.7589041,423653.34314870875,703220.4041083418
8679-7D,512716921.490411,697440.4731760193,1603670.216045532
8679-7E,150269078.04657534,90131.38351142535,332108.1884208205
8679-7F,547583336.7397261,630924.7574385838,1453008.470732521
8679-7H,100142543.11780822,257614.62461766726,260949.14766457432
8679-7I,116467922.13972603,26374.660875483507,379667.32842990215
8679-7M,85427.09589041096,9.065208227835619,0.0
8684-3A,274260455.7561644,1230225.5739250265,1516832.3603187348
8684-3AC,96992.7698630137,0.0,0.0
8684-3AC-APV,0.0,0.0,0.0
8684-3B,342796905.35068494,790660.7213601215,1099029.2958425197
8684-3C,743147183.7041095,1065870.330926426,1225603.0910251483
8684-3D,305012342.9479452,4619421.6247492,3609890.2337517138
8684-3E,50823874.68219178,230926.687843446,290321.09825942654
8684-3F,195354226.62739727,3490780.570305548,2979039.0832276
8684-3H,0.0,0.0,0.0
8684-3I,170578373.79178083,0.0,5341.951543626547
8684-3M,102012.56712328768,0.0,0.0
8685-1A,472576456.72602737,2339836.791518773,1474057.2338620427
8685-1AC,8894832.268493151,37225.66051873715,0.0
8685-1AC-APV,139081524.4712329,1775447.9588757402,41070.28228262937
8685-1B,921187895.1369863,2193168.8854932785,1472141.6246567257
8685-1C,1977928110.7863014,2156360.1145816087,2586067.3858630126
8685-1D,1139988095.8027396,3694042.1260588574,2572506.74522426
8685-1E,359302013.13150686,1969118.5160330038,1827766.107962512
8685-1F,1791745610.430137,5676658.799928909,5021012.88515854
8685-1H,348570591.56438357,632569.5094518238,607819.1682000705
8685-1I,22089.961643835617,2.351502869726027,0.0
8685-1M,97490.71780821918,10.383882125041096,0.0
8687-8APV,4311213964.649315,2627770.1406859783,3012380.1496452508
8687-8CLASICA,1552333567.7068493,2345596.963257692,2136632.948119699
8687-8D,1705041998.5863013,2795669.597520578,1443039.060384291
8687-8E,0.0,0.0,0.0
8687-8G,1242600051.5369864,840956.1413669147,1594270.345248365
8687-8INSTITUCIO,520702666.4410959,262717.92917322385,268063.8504926586
8687-8LARGOPLAZO,325238258.830137,180020.79600125185,452037.9678717551
8687-8LIQUIDEZ,2089434451.0849316,6207650.508153108,4256914.343107792
8694-0A,10247500238.065754,33035241.072065376,10025172.528872741
8694-0B-APV/APVC,7566460328.282192,6549211.223851629,6887671.02953776
8694-0CUI,15151744028.038357,15322974.039958846,5166880.367358735
8694-0D,128411684.569863,459329.12654927216,191780.82164201644
8694-0H-APV/APVC,400840294.04657537,103341.53540900379,149704.32016735664
8694-0I-APV/APVC,321742244.61917806,108509.63264832446,192161.8295762234
8694-0Z,0.0,0.0,0.0
8695-9A,9517828066.331507,16806595.256490674,13144981.98288305
8695-9B-APV/APVC,9125705008.271233,12157280.980397651,11178376.87869445
8695-9CUI,16712335417.60274,15305236.154764537,5652984.216719782
8695-9D,309451449.82191783,1703873.8933717716,10798.264118044603
8695-9H-APV/APVC,393831861.4712329,96922.65691628911,52878.29964204472
8695-9I-APV/APVC,341517324.66849315,119951.43447207716,107165.18536664551
8695-9Z,748317285.5013698,4366126.555266568,2196314.8837595745
8696-7A,9508221622.079453,26188003.051936235,29783407.21384037
8696-7B-APV/APVC,7352515320.928767,6285537.088925336,10670678.166389216
8696-7CUI,18396499938.47671,9722758.737524018,15684733.684792804
8696-7D,1525508476.3863013,142984.77993619323,2923780.0661667027
8696-7E,1146549371.3804348,6896677.021739131,6873436.101057844
